Station Name (LEA),State,Records
DEL NORTE COUNTY SHERIFF,CA,43
DEL REY OAKS POLICE DEPARTMENT,CA,1
DELANO POLICE DEPT,CA,57
DIXON POLICE DEPT,CA,15
EAST BAY REGIONAL PARKS POLICE,CA,10
EAST PALO ALTO POLICE DEPT,CA,35
EL CAJON POLICE DEPT,CA,10
EL CAMINO COLLEGE POLICE DEPT HI_ED,CA,11
EL DORADO COUNTY SHERIFF DEPT,CA,30
EL MONTE POLICE DEPT,CA,3
EL SEGUNDO POLICE DEPT,CA,5
ELK GROVE POLICE DEPT,CA,70
ESCALON POLICE DEPT,CA,4
ESCONDIDO POLICE DEPT,CA,80
ETNA POLICE DEPT,CA,2
EUREKA POLICE DEPT,CA,52
EXETER POLICE DEPT,CA,23
FAIRFAX POLICE DEPT,CA,79
FARMERSVILLE POLICE DEPT,CA,8
FBI SAN DIEGO,CA,1
FERNDALE POLICE DEPT,CA,2
FOLSOM POLICE DEPT,CA,2
FONTANA POLICE DEPT,CA,6
FOUNTAIN VALLEY POLICE DEPT,CA,11
FOWLER POLICE DEPT,CA,8
FRESNO COUNTY SHERIFF DEPT,CA,12
FULLERTON POLICE DEPT,CA,144
GALT POLICE DEPT,CA,10
GARDEN GROVE POLICE DEPT,CA,1
GARDENA POLICE DEPT,CA,54
GILROY POLICE DEPT,CA,17
GLENDALE POLICE DEPT,CA,1
GLENDORA POLICE DEPT,CA,14
GLENN COUNTY SHERIFF DEPT,CA,1
GRASS VALLEY POLICE DEPT,CA,25
GREENFIELD POLICE DEPT,CA,1
GROVER BEACH POLICE DEPT,CA,4
GUADALUPE POLICE DEPARTMENT,CA,4
GUSTINE POLICE DEPT,CA,6
HANFORD POLICE DEPT,CA,54
HAWTHORNE POLICE DEPT,CA,127
HAYWARD POLICE DEPT,CA,29
HEALDSBURG POLICE DEPT,CA,3
HEMET POLICE DEPT,CA,13
HERCULES POLICE DEPT,CA,6
HERMOSA BEACH POLICE DEPT,CA,33
HIGH DESERT STATE PRISON,CA,17
HILLSBOROUGH POLICE DEPT,CA,6
HOPLAND TRIBAL POLICE DEPT,CA,170
HUMBOLDT COUNTY SHERIFF,CA,107
IMPERIAL COUNTY SHERIFF DEPT,CA,40
IONE POLICE DEPT,CA,11
IRVINE VALLEY COLLEGE PD  HI_ED,CA,9
JACKSON POLICE DEPT,CA,6
KERMAN POLICE DEPT,CA,13
KERN COUNTY DA,CA,6
KERN COUNTY SHERIFF DEPT,CA,620
KERN HIGH SCHOOL DIST POLICE K-12,CA,1
KINGS COUNTY SHERIFF DEPT,CA,40
KINGSBURG POLICE DEPT,CA,5
LA VERNE POLICE DEPT,CA,1
LAKE COUNTY SHERIFF DEPT,CA,4
LAKE SHASTINA POLICE DEPT,CA,2
LASSEN COUNTY SHERIFF DEPT,CA,23
LEMOORE POLICE DEPT,CA,21
LINDSAY POLICE DEPT,CA,6
LIVERMORE POLICE DEPT.,CA,23
LODI POLICE DEPT,CA,10
LOMPOC POLICE DEPT,CA,1
LONG BEACH FIRE DEPARTMENT,CA,4
LONG BEACH POLICE DEPT,CA,199
LOS ANGELES COUNTY SHERIFF DEPT,CA,1367
LOS ANGELES DA,CA,72
LOS ANGELES FIRE DEPT ARSON SECTION,CA,2
LOS ANGELES POLICE DEPARTMENT,CA,1786
LOS ANGELES PORT POLICE DEPT,CA,12
LOS ANGELES SCHOOL POLICE K-12,CA,61
LOS ANGELES WORLD AIRPORT POLICE,CA,4
LOS GATOS MONTE SERENO POLICE,CA,50
MADERA COUNTY SHERIFF DEPT,CA,81
MAMMOTH LAKES POLICE DEPT,CA,39
MANTECA POLICE DEPT,CA,31
MARIN COUNTY SHERRIFF DEPT,CA,2
MARIPOSA COUNTY SHERIFF DEPT,CA,1
MARTINEZ POLICE DEPT,CA,77
MARYSVILLE POLICE DEPT,CA,8
MENDOTA POLICE DEPT,CA,11
MERCED COUNTY DA,CA,64
MERCED COUNTY SHERIFFS OFFICE,CA,62
MERCED POLICE DEPT,CA,16
MILPITAS POLICE DEPT,CA,15
MODESTO POLICE DEPT,CA,51
MOJAVE NATIONAL PRESERVE,CA,25
MONTEREY COUNTY SHERIFF DEPT,CA,400
MONTEREY PARK POLICE DEPT,CA,7
MONTEREY PEN AIRPORT POLICE,CA,2
MORAGA POLICE DEPT,CA,59
MOUNT SHASTA POLICE DEPT,CA,6
MOUNTAIN VIEW POLICE DEPT.,CA,20
MURRIETA POLICE DEPT,CA,14
NAPA COUNTY SHERIFF DEPT,CA,40
NAPA POLICE DEPT,CA,1
NEVADA COUNTY SHERIFF DEPT,CA,25
NEWPORT BEACH POLICE DEPT,CA,1
NOVATO POLICE DEPT,CA,8
OAKDALE POLICE DEPT,CA,8
OAKLAND UNIFIED SCHOOL POLICE K-12,CA,1
ORANGE COUNTY SHERIFF DEPT,CA,324
ORLAND POLICE DEPT,CA,3
OXNARD POLICE DEPT,CA,152
PALM SPRINGS POLICE DEPT,CA,16
PALOS VERDES ESTATES POLICE DEPT,CA,2
PARADISE POLICE DEPT,CA,21
PARLIER POLICE DEPT,CA,15
PASADENA POLICE DEPARTMENT,CA,58
PETALUMA  POLICE DEPT,CA,16
PINOLE POLICE DEPT,CA,2
PISMO BEACH POLICE DEPT,CA,23
PLACENTIA POLICE DEPT,CA,48
PLACER COUNTY SHERIFF DEPT,CA,159
PLACERVILLE POLICE DEPT,CA,2
PLUMAS COUNTY SHERIFF DEPT,CA,68
POMONA POLICE DEPT,CA,17
PORT HUENEME POLICE DEPT,CA,7
PORTERVILLE POLICE DEPT,CA,13
RED BLUFF POLICE DEPT,CA,8
REDDING POLICE DEPT,CA,59
REDLANDS POLICE DEPT,CA,47
REDWOOD CITY POLICE DEPT,CA,1
RESIGHINI RANCHERIA TRIBAL PD,CA,1
RIALTO POLICE DEPT,CA,30
RICHMOND POLICE DEPT,CA,2
RIDGECREST POLICE DEPT,CA,3
RIO DELL POLICE DEPT,CA,4
RIPON POLICE DEPT,CA,6
RIVERSIDE COUNTY DA,CA,10
RIVERSIDE COUNTY SHERIFF DEPT,CA,138
RIVERSIDE POLICE DEPT,CA,18
ROSEVILLE POLICE DEPT,CA,4
SACRAMENTO COUNTY SHERIFF DEPT,CA,431
SACRAMENTO METRO FIRE DIST,CA,1
SACRAMENTO POLICE DEPT,CA,343
SADDLEBACK COLLEGE POLICE  HI_ED,CA,4
SALINAS POLICE DEPT,CA,32
SAN BERNARDINO CTY SHERIFF,CA,13
SAN BERNARDINO POLICE DEPT,CA,7
SAN DIEGO COUNTY SHERIFF DEPT,CA,10
SAN DIEGO UNIFIED PORT DIST HAR,CA,1
SAN FRANCISCO POLICE DEPT,CA,11
SAN JOAQUIN COUNTY SHERIFF DEPT,CA,36
SAN JOAQUIN DELTA COLLEGE PD  HI_ED,CA,4
SAN JOSE POLICE DEPT,CA,37
SAN LEANDRO POLICE DEPT,CA,6
SAN LUIS OBISPO COUNTY SHERIFF,CA,60
SAN LUIS OBISPO POLICE DEPT,CA,221
SAN MATEO COUNTY SHERIFF DEPT,CA,80
SAN PABLO POLICE DEPT,CA,5
SAN RAFAEL POLICE DEPT,CA,19
SAN RAMON POLICE DEPT,CA,1
SAND CITY POLICE DEPT,CA,2
SANTA ANA POLICE DEPT,CA,27
SANTA BARBARA COUNTY SHERIFF DEPT,CA,85
SANTA BARBARA CTY FIRE SANTA BAR,CA,1
SANTA CLARA COUNTY SHERIFF,CA,3
SANTA MARIA POLICE DEPT,CA,108
SANTA MONICA POLICE DEPT,CA,1
SANTA PAULA POLICE DEPT,CA,40
SCOTTS VALLEY POLICE DEPT,CA,1
SEASIDE POLICE DEPT,CA,21
SEBASTOPOL POLICE DEPT,CA,1
SELMA POLICE DEPT,CA,22
SHAFTER POLICE DEPARTMENT,CA,3
SHASTA COUNTY SHERIFF DEPT,CA,12
SIERRA COUNTY SHERIFF DEPT,CA,15
SIMI VALLEY POLICE DEPT,CA,25
SISKIYOU COUNTY SHERIFF DEPT,CA,39
SONOMA COUNTY SHERIFF DEPT,CA,100
SONORA POLICE DEPT,CA,13
SOUTH GATE POLICE DEPT,CA,1
SOUTH LAKE TAHOE POLICE DEPT,CA,138
SOUTH SAN FRANCISCO POLICE DEPT,CA,18
STALLION SPRINGS POLICE DEPT,CA,3
STOCKTON POLICE DEPT,CA,72
SUSANVILLE POLICE DEPT,CA,14
SUTTER COUNTY SHERIFF DEPT,CA,112
TAFT POLICE DEPT,CA,62
TEHACHAPI POLICE DEPT,CA,27
TEHAMA CO SHERIFF DEPT,CA,16
TEHAMA COUNTY LAW ENF DA,CA,6
TRINITY COUNTY SHERIFF DEPT,CA,4
TULARE COUNTY SHERIFF DEPT,CA,116
TULARE POLICE DEPT,CA,50
TULELAKE POLICE DEPT,CA,3
TUOLUMNE COUNTY SHERIFF DEPT,CA,4
TURLOCK POLICE DEPT,CA,12
UKIAH POLICE DEPT,CA,6
UNIV OF CA BERKELEY POLICE  HI_ED,CA,14
UPLAND POLICE DEPT,CA,10
US DEPT OF VA WEST LOS ANGELES,CA,7
US DHS CBP CHULA VISTA,CA,88
US DHS CBP FORCE OPTIONS TRNG,CA,320
US DHS CBP LONG BEACH,CA,41
US DHS ICE  SANTA ANA,CA,1
US DHS ICE EL CENTRO,CA,4
US DHS ICE ERO SPEC RESPONSE TEAM,CA,229
US DHS ICE LONG BEACH,CA,335
US DHS ICE SAN DIEGO,CA,59
US DOI BUR OF LAND MGMT UKIAH,CA,14
US DOI NPS CLEVELAND NATL FOREST,CA,717
US DOI NPS GOLDEN GATE NATL REC,CA,1
US DOI NPS YOSEMITE,CA,194
US DOJ ATF SPECIAL RESPONSE TEAM 4,CA,476
US DOJ DEA CAMARILLO,CA,92
US DOJ DEA SACRAMENTO,CA,24
US FBI SACRAMENTO,CA,1057
US FBI SAN FRANCISCO,CA,537
US MARSHAL SERVICE SAN DIEGO,CA,1
US SECRET SERVICE SAN JOSE,CA,6
USDA FOREST SERVICE LEI MENDOCINO,CA,68
VACAVILLE POLICE DEPT,CA,9
VALLEJO POLICE DEPARTMENT,CA,55
VENTURA COUNTY SHERIFF DEPT,CA,1337
VENTURA POLICE  DEPT,CA,40
WEED POLICE DEPT,CA,6
WEST COVINA POLICE DEPT,CA,32
WEST SACRAMENTO POLICE DEPT,CA,50
WESTMINSTER POLICE DEPT,CA,1
WHEATLAND POLICE DEPT,CA,5
WHITTIER POLICE DEPT,CA,1
WILLIAMS POLICE DEPT,CA,6
WILLOWS POLICE DEPT,CA,5
WOODLAKE POLICE DEPT,CA,4
WOODLAND POLICE DEPT,CA,30
YOLO COUNTY  DA,CA,8
YREKA POLICE DEPT,CA,7
YUBA CITY POLICE DEPT,CA,10
YUBA COUNTY SHERIFF DEPT,CA,1
AGUILAR MARSHALS OFFICE,CO,6
ALAMOSA COUNTY SHERIFF DEPT,CO,27
ALAMOSA POLICE DEPT,CO,27
ALMA POLICE DEPT,CO,6
ARCHULETA COUNTY SHERIFF DEPT,CO,178
ARVADA POLICE DEPT,CO,18
AURARIA POLICE DEPT,CO,15
AURORA POLICE DEPT,CO,158
AVON POLICE DEPT,CO,6
BACA COUNTY SHERIFFS OFFICE,CO,11
BAYFIELD MARSHALS OFFICE,CO,25
BENT COUNTY SHERIFF,CO,27
BLANCA POLICE DEPT,CO,1
BOULDER COUNTY SHERIFF DEPT,CO,6
BOULDER POLICE DEPT,CO,1
BRIGHTON POLICE DEPT,CO,17
BRUSH POLICE DEPT,CO,6
BURLINGTON POLICE DEPT,CO,9
CANON CITY POLICE DEPARTMENT,CO,82
CEDAREDGE POLICE DEPT,CO,4
CHAFFEE COUNTY SHERIFFS OFFICE,CO,9
CHEYENNE COUNTY SHERIFF DEPT,CO,54
CLEAR CREEK COUNTY SHERIFFS OFFICE,CO,8
CO BUREAU OF INVESTIGATION,CO,30
CO SCHOOL OF MINES PUB SAFETY HI_ED,CO,2
CO STATE PATROL DENVER,CO,288
COLLBRAN MARSHALS DEPT,CO,7
COLORADO SPRINGS POLICE DEPT,CO,417
COMMERCE CITY POLICE DEPT,CO,13
CORTEZ POLICE DEPT,CO,6
COSTILLA COUNTY SHERIFF DEPT,CO,2
CRAIG POLICE DEPT.,CO,9
CRESTED BUTTE MARSHALS DEPT,CO,6
CUSTER COUNTY SHERIFF DEPT,CO,11
DE BEQUE MARSHALS OFFICE,CO,7
DELTA POLICE DEPT,CO,7
DENVER COUNTY SHERIFF DEPT,CO,55
DOUGLAS COUNTY SHERIFF DEPT,CO,71
DURANGO POLICE DEPARTMENT,CO,2
EAGLE COUNTY SHERIFF DEPT,CO,5
EAGLE POLICE DEPT,CO,5
EATON POLICE DEPT,CO,8
EL PASO COUNTY SHERIFFS OFFICE,CO,50
ELBERT COUNTY SHERIFF DEPT,CO,35
ELIZABETH FIRE PROTECT DIST,CO,4
ELIZABETH POLICE DEPT,CO,9
ENGLEWOOD POLICE DEPT,CO,79
ESTES PARK POLICE DEPT,CO,1
FAIRPLAY POLICE DEPT,CO,4
FEDERAL HEIGHTS POLICE DEPT.,CO,6
FLORENCE POLICE DEPT,CO,124
FORT COLLINS POLICE DEPT,CO,12
FORT LUPTON POLICE DEPT,CO,3
FOUNTAIN POLICE DEPT,CO,2
FOWLER POLICE DEPT,CO,3
FREMONT COUNTY SHERIFF DEPT,CO,15
GILPIN COUNTY SHERIFF DEPT,CO,2
GLENWOOD SPRINGS POLICE DEPT,CO,6
GRANADA POLICE DEPT,CO,1
GRAND COUNTY SHERIFF DEPT,CO,12
GRAND VALLEY FIRE PROTECTION DIST,CO,5
GREELEY POLICE DEPT,CO,407
GREEN MOUNTAIN FALLS POLICE DEPT,CO,9
GREENWOOD VILLAGE POLICE DEPT,CO,16
GUNNISON  POLICE DEPARTMENT,CO,1
GUNNISON COUNTY SHERIFF DEPT,CO,5
HAXTUN POLICE DEPARTMENT,CO,1
HINSDALE COUNTY SHERIFF DEPT,CO,9
HOLYOKE POLICE DEPT,CO,6
HOTCHKISS MARSHALS OFFICE,CO,3
HUERFANO COUNTY SHERIFF DEPT,CO,22
IDAHO SPRINGS POLICE DEPT,CO,5
IMMIGRATION AND CUSTOMS ENFORCEMENT,CO,27
JACKSON COUNTY SHERIFF DEPT,CO,15
JOHNSTOWN POLICE DEPT,CO,17
KERSEY POLICE DEPT,CO,30
KIOWA COUNTY SHERIFFS OFFICE,CO,30
KIOWA POLICE DEPT,CO,25
KIT CARSON COUNTY SHERIFF,CO,11
LA JARA POLICE DEPT,CO,13
LA PLATA COUNTY SHERIFF DEPT,CO,128
LAFAYETTE POLICE DEPT,CO,53
LAKE CO SHERIFF DEPT,CO,4
LAKEWOOD POLICE DEPT,CO,134
LAMAR POLICE DEPT,CO,31
LARIMER COUNTY SHERIFF DEPT,CO,51
LAS ANIMAS COUNTY SHERIFF OFFICE,CO,6
LOG LANE VILLAGE MARSHALS OFFICE,CO,10
LOGAN COUNTY SHERIFF DEPT,CO,6
LONGMONT POLICE DEPT,CO,2
LOVELAND POLICE DEPT,CO,30
MANITOU SPRING POLICE DEPT,CO,14
MEEKER POLICE DEPT,CO,1
MESA COUNTY SHERIFFS OFFICE,CO,4
MILLIKEN POLICE DEPT,CO,7
MINERAL COUNTY SHERIFF,CO,7
MOFFAT COUNTY SHERIFF DEPT,CO,8
MONTE VISTA POLICE DEPT,CO,23
MONTEZUMA COUNTY SHERIFF DEPT,CO,11
MONTROSE COUNTY SHERIFF DEPT,CO,2
MONTROSE POLICE DEPT,CO,1
MONUMENT POLICE DEPARTMENT,CO,6
MORGAN COUNTY SHERIFF DEPT,CO,25
MORRISON POLICE DEPARTMENT,CO,17
MOUNT CRESTED BUTTE POLICE DEPT,CO,2
MOUNTAIN VIEW POLICE DEPT,CO,9
NUNN POLICE DEPT,CO,3
OTERO COUNTY SHERIFFS OFFICE,CO,11
PALISADE POLICE DEPARTMENT,CO,9
PALMER LAKE POLICE DEPT,CO,16
PARK COUNTY SHERIFF DEPT,CO,20
PHILLIPS COUNTY SHERIFF DEPT,CO,4
PLATTEVILLE POLICE DEPT,CO,5
PROWERS COUNTY SHERIFF,CO,20
PUEBLO COUNTY SHERIFF DEPT,CO,144
PUEBLO POLICE DEPT,CO,53
RIFLE POLICE DEPARTMENT,CO,2
RIO GRANDE COUNTY SHERIFF DEPT,CO,2
ROCKY FORD POLICE DEPT,CO,8
ROUTT COUNTY SHERIFF DEPT,CO,39
SAGUACHE COUNTY SHERIFFS OFFICE,CO,6
SALIDA POLICE DEPT,CO,4
SAN MIGUEL COUNTY SHERRIF DEPT,CO,2
SANFORD POLICE DEPT,CO,6
SHERIDAN POLICE DEPT,CO,4
STEAMBOAT SPRINGS POLICE DEPT,CO,15
STERLING POLICE DEPT,CO,1
STRATTON POLICE DEPT,CO,51
SUMMIT COUNTY SHERIFF DEPT,CO,16
TELLER COUNTY SHERIFF DEPT,CO,13
THORNTON POLICE DEPT,CO,14
TRINIDAD POLICE DEPT,CO,36
UNIV OF N CO POLICE DEPT  HI_ED,CO,3
US DHS CBP DENVER,CO,1
US DHS ICE DENVER,CO,17
US DHS ICE PUEBLO,CO,1
US DHS INVESTIGATIONS CO SPRINGS,CO,49
US DOI BUR OF LAND MGMT DURANGO,CO,65
US DOJ ATF TACTICAL OPS DENVER,CO,5
US DOJ DEA CENTENNIAL,CO,539
VAIL POLICE DEPARTMENT,CO,2
WELD COUNTY SHERIFF DEPT,CO,30
WESTMINSTER POLICE DEPT,CO,30
WHEAT RIDGE POLICE DEPT,CO,25
WIGGINS POLICE DEPT,CO,4
WINDSOR POLICE DEPT,CO,8
WINTER PARK POLICE,CO,2
WOODLAND PARK POLICE DEPT,CO,21
WRAY POLICE DEPT,CO,3
YUMA COUNTY SHERIFF DEPT,CO,167
YUMA POLICE DEPARTMENT,CO,5
ANSONIA POLICE DEPT,CT,2
BEACON FALLS POLICE,CT,12
BLOOMFIELD POLICE DEPT,CT,11
BRIDGEPORT POLICE DEPT,CT,14
BRISTOL POLICE DEPT,CT,6
BROOKFIELD POLICE DEPT,CT,35
CANTON POLICE DEPT,CT,3
CLINTON POLICE DEPT,CT,3
COVENTRY POLICE DEPT,CT,38
CT CAPITOL STATE POLICE,CT,12
CT STATE POLICE MERIDEN,CT,4
DANBURY POLICE DEPT,CT,44
DERBY POLICE DEPT,CT,1
EAST HAMPTON POLICE DEPT,CT,25
EAST HARTFORD POLICE DEPT,CT,1
EAST HAVEN POLICE DEPT,CT,10
EAST LYME POLICE DEPARTMENT,CT,7
EAST WINDSOR POLICE DEPT,CT,24
EASTERN CT STATE UNIV PD HI_ED,CT,21
FAIRFIELD POLICE DEPT,CT,46
FARMINGTON POLICE DEPT,CT,19
GLASTONBURY POLICE DEPT,CT,3
GROTON  CITY POLICE DEPT,CT,8
GROTON POLICE DEPT,CT,3
GUILFORD POLICE DEPT,CT,26
HAMDEN POLICE DEPT,CT,22
HARTFORD POLICE DEPT,CT,56
LEDYARD POLICE DEPT,CT,45
MADISON POLICE DEPT,CT,2
MANCHESTER POLICE DEPT,CT,58
MASHANTUCKET PEQUOT TRIBAL POLICE,CT,11
MERIDEN POLICE DEPT,CT,49
MIDDLETOWN POLICE DEPT,CT,30
MOHEGAN TRIBAL POLICE,CT,8
MONROE POLICE DEPT,CT,2
MONTVILLE POLICE DEPT,CT,3
NAUGATUCK COLL PUB SAFETY HI_ED,CT,40
NEW BRITAIN POLICE DEPT,CT,15
NEW CANAAN POLICE DEPT,CT,1
NEW LONDON POLICE DEPT,CT,2
NEWINGTON POLICE DEPT,CT,1
NORTH BRANFORD POLICE DEPT,CT,7
NORWALK POLICE DEPT,CT,24
NORWICH POLICE DEPT,CT,5
ORANGE POLICE DEPT,CT,13
PLAINVILLE POLICE DEPT,CT,10
PROSPECT STATE TROOPER,CT,30
PUTNAM POLICE DEPT,CT,183
REDDING POLICE DEPT,CT,1
RIDGEFIELD POLICE DEPT,CT,11
SHELTON POLICE DEPT,CT,16
SOUTHBURY POLICE DEPT,CT,5
SOUTHINGTON POLICE DEPT,CT,71
STAMFORD POLICE DEPT,CT,1
STONINGTON POLICE DEPT,CT,7
STRATFORD POLICE DEPT,CT,33
SUFFIELD POLICE DEPT,CT,5
TRUMBULL POLICE DEPT,CT,16
UNITED STATES MARSHALS SERVICE,CT,2
UNIV OF CT POLICE DEPT  HI_ED,CT,43
US FBI NEW HAVEN,CT,40
VERNON POLICE DEPT,CT,5
WATERBURY POLICE DEPT,CT,1
WATERFORD POLICE DEPT,CT,3
WATERTOWN POLICE DEPT,CT,72
WEST HARTFORD POLICE DEPT,CT,26
WESTON POLICE DEPT,CT,3
WESTPORT POLICE DEPT,CT,21
WETHERSFIELD POLICE DEPT,CT,12
WILLIMANTIC POLICE DEPT,CT,45
WINCHESTER POLICE DEPT,CT,20
WINDSOR LOCKS POLICE DEPT,CT,5
WINDSOR POLICE DEPT,CT,67
WOLCOTT POLICE DEPT,CT,31
WOODBRIDGE POLICE DEPT,CT,20
WOODBURY POLICE DEPT,CT,42
YALE UNIV POLICE DEPT  HI_ED,CT,47
FBI FLY TEAM,DC,46
HOMELAND SECURITY  EMER MGMT HSEMA,DC,13
HSI-NATIONAL EMERGENCY MANAGEMENT,DC,12
METROPOLITAN POLICE DEPT,DC,500
US BORDER PATROL NATL HEADQUARTERS,DC,341
US DEPT OF TRANSPORTATION - OIG,DC,8
US DHS CBP DC,DC,26
US DHS ICE DC,DC,7
US DHS ICE INVESTIGATIONS,DC,16
US DHS ICE NATIONAL BEST UNIT,DC,10
US DOI NPS HQ DC,DC,8
US DOJ ATF DC,DC,165
US NCIS WASHINGTON DC,DC,3
BETHANY BEACH POLICE DEPT,DE,1
BLADES POLICE DEPT,DE,2
BRIDGEVILLE POLICE DEPARTMENT,DE,24
CHESWOLD POLICE DEPT,DE,13
CLAYTON POLICE DEPT,DE,5
DAGSBORO POLICE DEPT,DE,17
DE CAPITOL POLICE DEPT,DE,41
DE DNR PARKS AND RECREATION,DE,47
DE DOJ ALCOHOL AND TOBACCO DIV,DE,5
DE FISH AND WILDLIFE ENFORCEMENT,DE,67
"DE NATURAL RESOURCES POLICE, ECU",DE,3
DE STATE POLICE,DE,115
DELMAR POLICE DEPT,DE,39
DEWEY BEACH POLICE DEPT,DE,187
ELLENDALE POLICE DEPT,DE,2
FENWICK ISLAND POLICE DEPT,DE,8
FRANKFORD POLICE DEPT,DE,5
FREDERICA POLICE DEPARTMENT,DE,5
GEORGETOWN POLICE DEPT,DE,28
HARRINGTON POLICE DEPT,DE,178
LAUREL POLICE DEPT,DE,7
LEWES POLICE DEPT,DE,3
MIDDLETOWN POLICE DEPT,DE,11
MILFORD POLICE DEPT,DE,20
MILTON POLICE DEPT,DE,6
NEW CASTLE CITY POLICE DEPT,DE,23
NEW CASTLE CO POLICE DEPT,DE,118
NEWARK POLICE DEPT,DE,8
OCEAN VIEW POLICE DEPT,DE,3
SELBYVILLE POLICE DEPT,DE,48
SMYRNA POLICE DEPT,DE,12
SOUTH BETHANY,DE,2
UNIV OF DE NEWARK POLICE DEPT HI_ED,DE,10
WYOMING POLICE DEPT,DE,17
ALACHUA COUNTY SHERIFF DEPT,FL,58
ALACHUA POLICE DEPT,FL,10
ALTAMONTE SPRINGS POLICE DEPT,FL,12
APOPKA POLICE DEPT,FL,2
AUBURNDALE POLICE DEPT,FL,34
AVON PARK POLICE DEPT,FL,5
BAKER COUNTY SHERIFF DEPT,FL,74
BARTOW POLICE DEPARTMENT,FL,22
BAY COUNTY INTL AIRPORT POLICE,FL,4
BAY COUNTY SHERIFF DEPT,FL,67
BAY DISTRICT SCHOOLS POLICE  K-12,FL,8
BELLE ISLE POLICE DEPT,FL,11
BLOUNTSTOWN POLICE DEPT,FL,6
BONIFAY POLICE DEPARTMENT,FL,10
BOYNTON BEACH POLICE DEPT,FL,13
BRADENTON POLICE DEPT,FL,7
BRADFORD COUNTY SHERIFF DEPT,FL,12
BREVARD COUNTY SHERIFF DEPT,FL,352
BROOKSVILLE POLICE DEPT,FL,2
BROWARD COUNTY SHERIFF DEPT,FL,6
CALHOUN COUNTY SHERIFF DEPT,FL,4
CAPE CORAL POLICE DEPT,FL,58
CHARLOTTE COUNTY SHERIFF DEPT,FL,153
CHIEFLAND POLICE DEPT,FL,9
CITRUS COUNTY SHERIFF DEPT,FL,35
CLAY COUNTY SHERIFF OFFICE,FL,44
CLEARWATER POLICE DEPT,FL,3
CLERMONT POLICE DEPT,FL,38
CLEWISTON POLICE DEPT,FL,18
COLLIER COUNTY SHERIFFS OFFICE,FL,504
COLUMBIA COUNTY SHERIFF DEPT,FL,14
CORAL GABLES POLICE DEPT,FL,3
CRESTVIEW POLICE DEPT,FL,12
DAVENPORT POLICE DEPT,FL,10
DAYTONA BEACH POLICE DEPT,FL,66
DEFUNIAK SPRINGS POLICE DEPT,FL,1
DELRAY BEACH POLICE DEPT,FL,11
DEPT OF HOMELAND SECURITY,FL,7
DESOTO COUNTY SHERIFF DEPT,FL,12
DHS/HOMELAND SEC INV,FL,23
DIXIE COUNTY SHERIFF DEPT,FL,9
DUNNELLON POLICE DEPARTMENT,FL,18
EATONVILLE POLICE DEPT,FL,14
ESCAMBIA COUNTY SHERIFF DEPT,FL,74
EUSTIS POLICE DEPT,FL,6
FEDERAL BUREAU OF PRISONS,FL,56
FERNANDINA BEACH POLICE DEPT,FL,10
FL DEPT OF LAW ENF TALLAHASSEE,FL,49
FL FISH AND WILDLIFE CONSERVATION,FL,4
FL HIGHWAY PATROL,FL,1830
FL STATE ATTORNEY 2ND JUDICIAL,FL,4
FLAGLER COUNTY SHERIFF DEPT,FL,58
FLORIDA CITY POLICE DEPT,FL,2
FLORIDA INTERNATIONAL UNIV PD HI_ED,FL,52
FLORIDA STATE UNIVERSITY PD  HI_ED,FL,18
FORT LAUDERDALE POLICE DEPT,FL,5
FORT MYERS POLICE DEPT,FL,34
FORT PIERCE POLICE DEPT,FL,56
FORT WALTON BEACH POLICE DEPT,FL,20
FRANKLIN COUNTY SHERIFF DEPT,FL,14
GADSDEN COUNTY SHERIFF DEPT,FL,1
GAINESVILLE POLICE DEPT,FL,116
GILCHRIST COUNTY SHERIFF DEPT,FL,1
GLADES COUNTY SHERIFFS OFFICE,FL,6
GREEN COVE SPRINGS POLICE DEPT,FL,5
GROVELAND POLICE DEPT,FL,23
GULF BREEZE POLICE DEPT,FL,12
HAINES CITY POLICE DEPARTMENT,FL,27
HALLANDALE BEACH POLICE DEPT,FL,1
HAMILTON COUNTY SHERIFF DEPT,FL,1
HARDEE COUNTY SHERIFFS OFFICE,FL,54
HAVANA POLICE DEPT,FL,8
HENDRY COUNTY SHERIFF OFFICE,FL,16
HERNANDO COUNTY SHERIFF OFFICE,FL,200
HIALEAH POLICE DEPT,FL,1
HIGH SPRINGS POLICE DEPT,FL,13
HIGHLANDS COUNTY SHERIFF DEPT,FL,116
HILLSBOROUGH COUNTY SHERIFF DEPT,FL,10
HOLMES COUNTY SHERIFF DEPT,FL,62
HOWEY IN THE HILLS POLICE DEPT,FL,3
INDIAN RIVER COUNTY SHERIFF DEPT,FL,143
JACKSON COUNTY SHERIFF DEPT.,FL,30
JACKSONVILLE BEACH POLICE DEPT,FL,15
JACKSONVILLE COUNTY SHERIFF DEPT,FL,6
JASPER POLICE DEPT,FL,7
JEFFERSON COUNTY SHERIFF DEPT,FL,20
JUNO BEACH POLICE DEPT,FL,3
JUPITER ISLAND PUBLIC SAFETY,FL,4
JUPITER POLICE DEPT,FL,23
KENNETH CITY POLICE DEPT,FL,2
KISSIMMEE POLICE DEPT,FL,8
LAKE CITY POLICE DEPT,FL,44
LAKE COUNTY SHERIFF DEPT,FL,20
LAKE PLACID POLICE DEPT,FL,9
LAKE WALES POLICE DEPARTMENT,FL,15
LAKELAND POLICE DEPT,FL,50
